id,movie_key,name,source,file_name,script_url,tmdb_title,release_date,tmdb_id,overview,imdb_title,imdb_release_date,imdb_id,dialogue,charinfo,tagged
616,lordofringstwotowers,Lord of the Rings: The Two Towers,imsdb,Lord-of-the-Rings-The-Two-Towers,https://imsdb.com/scripts/Lord-of-the-Rings-The-Two-Towers.html,The Lord of the Rings: The Two Towers,2002-12-18,121,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",The Lord of the Rings: The Two Towers,2002,0167261,Lord-of-the-Rings-The-Two-Towers_dialogue.txt,Lord-of-the-Rings-The-Two-Towers_charinfo.txt,Lord-of-the-Rings-The-Two-Towers_parsed.txt
617,lordofwar,Lord of War,imsdb,Lord-of-War,https://imsdb.com/scripts/Lord-of-War.html,Lord of War,2005-09-16,1830,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",Lord of War,2005,0399295,Lord-of-War_dialogue.txt,Lord-of-War_charinfo.txt,Lord-of-War_parsed.txt
618,losers,"Losers, The",imsdb,Losers-The,https://imsdb.com/scripts/Losers%2C-The.html,The Losers,2010-04-23,34813,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",The Losers,2010,0480255,Losers-The_dialogue.txt,Losers-The_charinfo.txt,Losers-The_parsed.txt
619,losthighway,Lost Highway,imsdb,Lost-Highway,https://imsdb.com/scripts/Lost-Highway.html,Lost Highway,1997-01-15,638,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",Lost Highway,1997,0116922,Lost-Highway_dialogue.txt,Lost-Highway_charinfo.txt,Lost-Highway_parsed.txt
620,losthorizon,Lost Horizon,imsdb,Lost-Horizon,https://imsdb.com/scripts/Lost-Horizon.html,Lost Horizon,1937-03-03,3598,"British diplomat Robert Conway and a small group of civilians crash land in the Himalayas, and are rescued by the people of the mysterious, Eden-like valley of Shangri-la. Protected by the mountains from the world outside, where the clouds of World War II are gathering, Shangri-la provides a seductive escape for the world-weary Conway.",Lost Horizon,1937,0029162,NA,NA,NA
621,lostinspace,Lost in Space,imsdb,Lost-in-Space,https://imsdb.com/scripts/Lost-in-Space.html,Lost in Space,1998-04-03,2157,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",Lost in Space,2018,5232792,NA,NA,NA
622,lostintranslation,Lost in Translation,imsdb,Lost-in-Translation,https://imsdb.com/scripts/Lost-in-Translation.html,Lost in Translation,2003-09-18,153,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",Lost in Translation,2003,0335266,Lost-in-Translation_dialogue.txt,Lost-in-Translation_charinfo.txt,Lost-in-Translation_parsed.txt
623,lovebasketball,Love and Basketball,imsdb,Love-and-Basketball,https://imsdb.com/scripts/Love-and-Basketball.html,Love & Basketball,2000-04-21,14736,"Monica Wright and Quincy McCall grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball.  As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",Love & Basketball,2000,0199725,Love-and-Basketball_dialogue.txt,Love-and-Basketball_charinfo.txt,Love-and-Basketball_parsed.txt
624,machete,Machete,imsdb,Machete,https://imsdb.com/scripts/Machete.html,Machete,2010-09-01,23631,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",Machete,2010,0985694,Machete_dialogue.txt,Machete_charinfo.txt,Machete_parsed.txt
625,machinegunpreacher,Machine Gun Preacher,imsdb,Machine-Gun-Preacher,https://imsdb.com/scripts/Machine-Gun-Preacher.html,Machine Gun Preacher,2011-09-23,45610,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",Machine Gun Preacher,2011,1586752,Machine-Gun-Preacher_dialogue.txt,Machine-Gun-Preacher_charinfo.txt,Machine-Gun-Preacher_parsed.txt
626,madmax2roadwarrior,Mad Max 2: The Road Warrior,imsdb,Mad-Max-2-The-Road-Warrior,https://imsdb.com/scripts/Mad-Max-2-The-Road-Warrior.html,Mad Max 2,1981-12-24,8810,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",Mad Max 2: The Road Warrior,2017,7154076,Mad-Max-2-The-Road-Warrior_dialogue.txt,Mad-Max-2-The-Road-Warrior_charinfo.txt,Mad-Max-2-The-Road-Warrior_parsed.txt
627,made,Made,imsdb,Made,https://imsdb.com/scripts/Made.html,Made,2001-07-13,15745,Two aspiring boxers and lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,The Completely Made-Up Adventures of Dick Turpin,2024,19516036,NA,NA,NA
628,magnolia,Magnolia,imsdb,Magnolia,https://imsdb.com/scripts/Magnolia.html,Magnolia,1999-12-10,334,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",Magnolia,1999,0175880,Magnolia_dialogue.txt,Magnolia_charinfo.txt,Magnolia_parsed.txt
629,majestic,"Majestic, The (The Bijou)",imsdb,Majestic-The-(The-Bijou),https://imsdb.com/scripts/Majestic%2C-The-%28The-Bijou%29.html,The Majestic,2001-12-21,11086,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",The Majestic,2001,0268995,Majestic-The-(The-Bijou)_dialogue.txt,Majestic-The-(The-Bijou)_charinfo.txt,Majestic-The-(The-Bijou)_parsed.txt
630,majorleague,Major League,imsdb,Major-League,https://imsdb.com/scripts/Major-League.html,Major League,1989-02-16,9942,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate--but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",Major League,1989,0097815,Major-League_dialogue.txt,Major-League_charinfo.txt,Major-League_parsed.txt
631,malcolmx,Malcolm X,imsdb,Malcolm-X,https://imsdb.com/scripts/Malcolm-X.html,Malcolm X,1992-11-18,1883,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",Malcolm X,1992,0104797,Malcolm-X_dialogue.txt,Malcolm-X_charinfo.txt,Malcolm-X_parsed.txt
632,malibusmostwanted,Malibu's Most Wanted,imsdb,Malibus-Most-Wanted,https://imsdb.com/scripts/Malibu%27s-Most-Wanted.html,Malibu's Most Wanted,2003-04-10,13411,"A senator arranges for his son, a rich white kid who fancies himself black, to be kidnapped by a couple of black actors pretending to be murderers to try and shock him out of his plans to become a rapper.",Malibu's Most Wanted,2003,0328099,Malibus-Most-Wanted_dialogue.txt,Malibus-Most-Wanted_charinfo.txt,Malibus-Most-Wanted_parsed.txt
633,maninironmask,Man in the Iron Mask,imsdb,Man-in-the-Iron-Mask,https://imsdb.com/scripts/Man-in-the-Iron-Mask.html,The Man in the Iron Mask,1998-03-12,9313,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",The Man in the Iron Mask,1998,0120744,Man-in-the-Iron-Mask_dialogue.txt,Man-in-the-Iron-Mask_charinfo.txt,Man-in-the-Iron-Mask_parsed.txt
634,manonfire,Man On Fire,imsdb,Man-On-Fire,https://imsdb.com/scripts/Man-On-Fire.html,Man on Fire,2004-04-23,9509,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",Man on Fire,2004,0328107,Man-On-Fire_dialogue.txt,Man-On-Fire_charinfo.txt,Man-On-Fire_parsed.txt
635,manonmoon,Man on the Moon,imsdb,Man-on-the-Moon,https://imsdb.com/scripts/Man-on-the-Moon.html,Man on the Moon,1999-12-22,1850,"The story of the life and career of eccentric avant-garde comedian, Andy Kaufman.",Man on the Moon,1999,0125664,Man-on-the-Moon_dialogue.txt,Man-on-the-Moon_charinfo.txt,Man-on-the-Moon_parsed.txt
636,mantrouble,Man Trouble,imsdb,Man-Trouble,https://imsdb.com/scripts/Man-Trouble.html,Man Trouble,1992-07-17,39472,A sleazy but affable guard dog trainer is blackmailed to steal a manuscript for a tell-all book from one of his clients.,Man Trouble,1992,0104804,Man-Trouble_dialogue.txt,Man-Trouble_charinfo.txt,Man-Trouble_parsed.txt
637,manwhoknewtoomuch,"Man Who Knew Too Much, The",imsdb,Man-Who-Knew-Too-Much-The,https://imsdb.com/scripts/Man-Who-Knew-Too-Much%2C-The.html,The Man Who Knew Too Much,1956-05-16,574,"A couple vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",The Man Who Knew Too Much,1956,0049470,Man-Who-Knew-Too-Much-The_dialogue.txt,Man-Who-Knew-Too-Much-The_charinfo.txt,Man-Who-Knew-Too-Much-The_parsed.txt
638,manwhowasntthere,"Man Who Wasn't There, The",imsdb,Man-Who-Wasnt-There-The,https://imsdb.com/scripts/Man-Who-Wasn%27t-There%2C-The.html,The Man Who Wasn't There,2001-10-26,10778,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",The Man Who Wasn't There,2001,0243133,Man-Who-Wasnt-There-The_dialogue.txt,Man-Who-Wasnt-There-The_charinfo.txt,Man-Who-Wasnt-There-The_parsed.txt
639,manchuriancandidate,"Manchurian Candidate, The",imsdb,Manchurian-Candidate-The,https://imsdb.com/scripts/Manchurian-Candidate%2C-The.html,The Manchurian Candidate,2004-07-30,14462,"Years after his squad was ambushed during the Gulf War, Major Ben Marco finds himself having terrible nightmares. He begins to doubt that his fellow squad-mate Sergeant Raymond Shaw, now a vice-presidential candidate, is the hero he remembers him being. As Marco's doubts deepen, Shaw's political power grows, and, when Marco finds a mysterious implant embedded in his back, the memory of what really happened begins to return.",The Manchurian Candidate,2004,0368008,NA,NA,NA
640,manhattanmurdermystery,Manhattan Murder Mystery,imsdb,Manhattan-Murder-Mystery,https://imsdb.com/scripts/Manhattan-Murder-Mystery.html,Manhattan Murder Mystery,1993-05-02,10440,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,Manhattan Murder Mystery,1993,0107507,Manhattan-Murder-Mystery_dialogue.txt,Manhattan-Murder-Mystery_charinfo.txt,Manhattan-Murder-Mystery_parsed.txt
641,manhunter,Manhunter,imsdb,Manhunter,https://imsdb.com/scripts/Manhunter.html,Manhunter,1986-08-14,11454,"FBI Agent Will Graham, who retired after catching Hannibal Lecter, returns to duty to engage in a risky cat-and-mouse game with Lecktor to capture a new killer.",Manhunter,1986,0091474,Manhunter_dialogue.txt,Manhunter_charinfo.txt,Manhunter_parsed.txt
642,margaret,Margaret,imsdb,Margaret,https://imsdb.com/scripts/Margaret.html,Margaret,2011-09-30,44754,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",Margaret,2011,0466893,Margaret_dialogue.txt,Margaret_charinfo.txt,Margaret_parsed.txt
643,margincall,Margin Call,imsdb,Margin-Call,https://imsdb.com/scripts/Margin-Call.html,Margin Call,2011-02-11,50839,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,Margin Call,2011,1615147,Margin-Call_dialogue.txt,Margin-Call_charinfo.txt,Margin-Call_parsed.txt
644,margotatwedding,Margot at the Wedding,imsdb,Margot-at-the-Wedding,https://imsdb.com/scripts/Margot-at-the-Wedding.html,Margot at the Wedding,2007-11-16,13998,"Margot Zeller is a short story writer with a sharp wit and an even sharper tongue. On the eve of her estranged sister Pauline's wedding to unemployed musician/artist/depressive Malcolm at the family seaside home, Margot shows up unexpectedly to rekindle the sisterly bond and offer her own brand of support. What ensues is a nakedly honest and subversively funny look at family dynamics.",Margot at the Wedding,2007,0757361,Margot-at-the-Wedding_dialogue.txt,Margot-at-the-Wedding_charinfo.txt,Margot-at-the-Wedding_parsed.txt
645,mariachiel,"Mariachi, El",imsdb,Mariachi-El,https://imsdb.com/scripts/Mariachi%2C-El.html,El Mariachi,1993-02-22,9367,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor, a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake el Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case.",El Mariachi,1992,0104815,Mariachi-El_dialogue.txt,Mariachi-El_charinfo.txt,Mariachi-El_parsed.txt
646,marthamarcymaymarlene,Martha Marcy May Marlene,imsdb,Martha-Marcy-May-Marlene,https://imsdb.com/scripts/Martha-Marcy-May-Marlene.html,Martha Marcy May Marlene,2011-06-10,50837,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.",Martha Marcy May Marlene,2011,1441326,Martha-Marcy-May-Marlene_dialogue.txt,Martha-Marcy-May-Marlene_charinfo.txt,Martha-Marcy-May-Marlene_parsed.txt
647,martian,"Martian, The",imsdb,Martian-The,https://imsdb.com/scripts/Martian%2C-The.html,The Martian,2015-09-30,286217,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",The Martian,2015,3659388,Martian-The_dialogue.txt,Martian-The_charinfo.txt,Martian-The_parsed.txt
648,marty,Marty,imsdb,Marty,https://imsdb.com/scripts/Marty.html,Marty,1955-04-11,15919,"Marty, a butcher who lives in the Bronx with his mother is unmarried at 34. Good-natured but socially awkward he faces constant badgering from family and friends to get married but has reluctantly resigned himself to bachelorhood. Marty meets Clara, an unattractive school teacher, realising their emotional connection, he promises to call but family and friends try to convince him not to.",Marty,1955,0048356,Marty_dialogue.txt,Marty_charinfo.txt,Marty_parsed.txt
649,mask,"Mask, The",imsdb,Mask-The,https://imsdb.com/scripts/Mask%2C-The.html,The Mask,1994-07-29,854,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",The Mask,1994,0110475,Mask-The_dialogue.txt,Mask-The_charinfo.txt,Mask-The_parsed.txt
650,mastercommander,Master and Commander,imsdb,Master-and-Commander,https://imsdb.com/scripts/Master-and-Commander.html,Master and Commander: The Far Side of the World,2003-11-14,8619,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",Master and Commander: The Far Side of the World,2003,0311113,Master-and-Commander_dialogue.txt,Master-and-Commander_charinfo.txt,Master-and-Commander_parsed.txt
651,master,"Master, The",imsdb,Master-The,https://imsdb.com/scripts/Master%2C-The.html,The Master,2012-09-07,68722,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",The Master,2012,1560747,Master-The_dialogue.txt,Master-The_charinfo.txt,Master-The_parsed.txt
652,matrixreloaded,"Matrix Reloaded, The",imsdb,Matrix-Reloaded-The,https://imsdb.com/scripts/Matrix-Reloaded%2C-The.html,The Matrix Reloaded,2003-05-15,604,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",The Matrix Reloaded,2003,0234215,NA,NA,NA
653,matrix,"Matrix, The",imsdb,Matrix-The,https://imsdb.com/scripts/Matrix%2C-The.html,The Matrix,1999-03-31,603,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",The Matrix,1999,0133093,Matrix-The_dialogue.txt,Matrix-The_charinfo.txt,Matrix-The_parsed.txt
654,maxpayne,Max Payne,imsdb,Max-Payne,https://imsdb.com/scripts/Max-Payne.html,Max Payne,2008-10-15,13051,"A DEA agent whose family was slain as part of a conspiracy, and an assassin out to avenge her sister's death, join forces to solve a series of murders in New York City.",Max Payne,2008,0467197,Max-Payne_dialogue.txt,Max-Payne_charinfo.txt,Max-Payne_parsed.txt
655,meanstreets,Mean Streets,imsdb,Mean-Streets,https://imsdb.com/scripts/Mean-Streets.html,Mean Streets,1973-10-14,203,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",Mean Streets,1973,0070379,Mean-Streets_dialogue.txt,Mean-Streets_charinfo.txt,Mean-Streets_parsed.txt
656,mechanic,"Mechanic, The",imsdb,Mechanic-The,https://imsdb.com/scripts/Mechanic%2C-The.html,The Mechanic,2011-01-13,27582,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code requiring professional perfection and total detachment. One of an elite group of assassins, Bishop may be the best in the business - with a unique talent for cleanly eliminating targets. When Harry McKenna, his close friend and mentor, is murdered, Harry's son comes to him with vengeance in his heart and a desire to learn Bishop's trade, signaling the birth of a deadly partnership.",The Mechanic,2011,0472399,Mechanic-The_dialogue.txt,Mechanic-The_charinfo.txt,Mechanic-The_parsed.txt
657,meetjoeblack,Meet Joe Black,imsdb,Meet-Joe-Black,https://imsdb.com/scripts/Meet-Joe-Black.html,Meet Joe Black,1998-11-12,297,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",Meet Joe Black,1998,0119643,Meet-Joe-Black_dialogue.txt,Meet-Joe-Black_charinfo.txt,Meet-Joe-Black_parsed.txt
658,meetjohndoe,Meet John Doe,imsdb,Meet-John-Doe,https://imsdb.com/scripts/Meet-John-Doe.html,Meet John Doe,1941-03-14,32574,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement.",Meet John Doe,1941,0033891,NA,NA,NA
659,megamind,Megamind,imsdb,Megamind,https://imsdb.com/scripts/Megamind.html,Megamind,2010-10-28,38055,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",Megamind,2010,1001526,Megamind_dialogue.txt,Megamind_charinfo.txt,Megamind_parsed.txt
660,memento,Memento,imsdb,Memento,https://imsdb.com/scripts/Memento.html,Memento,2000-10-11,77,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",Memento,2000,0209144,Memento_dialogue.txt,Memento_charinfo.txt,Memento_parsed.txt
661,meninblack,Men in Black,imsdb,Men-in-Black,https://imsdb.com/scripts/Men-in-Black.html,Men in Black,1997-07-02,607,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",Men in Black,1997,0119654,Men-in-Black_dialogue.txt,Men-in-Black_charinfo.txt,Men-in-Black_parsed.txt
662,meninblack3,Men in Black 3,imsdb,Men-in-Black-3,https://imsdb.com/scripts/Men-in-Black-3.html,Men in Black 3,2012-05-23,41154,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",Men in Black 3: Gag Reel,2012,27550773,Men-in-Black-3_dialogue.txt,Men-in-Black-3_charinfo.txt,Men-in-Black-3_parsed.txt
663,menwhostareatgoats,"Men Who Stare at Goats, The",imsdb,Men-Who-Stare-at-Goats-The,https://imsdb.com/scripts/Men-Who-Stare-at-Goats%2C-The.html,The Men Who Stare at Goats,2009-10-17,10313,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",The Men Who Stare at Goats,2009,1234548,Men-Who-Stare-at-Goats-The_dialogue.txt,Men-Who-Stare-at-Goats-The_charinfo.txt,Men-Who-Stare-at-Goats-The_parsed.txt
664,metro,Metro,imsdb,Metro,https://imsdb.com/scripts/Metro.html,Metro,1997-01-16,8860,"Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars.",Metro,2013,2649128,Metro_dialogue.txt,Metro_charinfo.txt,Metro_parsed.txt
665,miamivice,Miami Vice,imsdb,Miami-Vice,https://imsdb.com/scripts/Miami-Vice.html,Miami Vice,2006-07-27,82,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",Miami Vice,1984,0086759,Miami-Vice_dialogue.txt,Miami-Vice_charinfo.txt,Miami-Vice_parsed.txt
666,midnightcowboy,Midnight Cowboy,imsdb,Midnight-Cowboy,https://imsdb.com/scripts/Midnight-Cowboy.html,Midnight Cowboy,1969-05-25,3116,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",Midnight Cowboy,1969,0064665,Midnight-Cowboy_dialogue.txt,Midnight-Cowboy_charinfo.txt,Midnight-Cowboy_parsed.txt
667,midnightexpress,Midnight Express,imsdb,Midnight-Express,https://imsdb.com/scripts/Midnight-Express.html,Midnight Express,1978-08-31,11327,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",Midnight Express,1978,0077928,Midnight-Express_dialogue.txt,Midnight-Express_charinfo.txt,Midnight-Express_parsed.txt
668,midnightinparis,Midnight in Paris,imsdb,Midnight-in-Paris,https://imsdb.com/scripts/Midnight-in-Paris.html,Midnight in Paris,2011-05-11,59436,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,Midnight in Paris,2011,1605783,Midnight-in-Paris_dialogue.txt,Midnight-in-Paris_charinfo.txt,Midnight-in-Paris_parsed.txt
669,mightyjoeyoung,Mighty Joe Young,imsdb,Mighty-Joe-Young,https://imsdb.com/scripts/Mighty-Joe-Young.html,Mighty Joe Young,1998-12-25,9822,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",Mighty Joe Young,1998,0120751,Mighty-Joe-Young_dialogue.txt,Mighty-Joe-Young_charinfo.txt,Mighty-Joe-Young_parsed.txt
670,mightymorphinpowerrangers,Mighty Morphin Power Rangers: The Movie,imsdb,Mighty-Morphin-Power-Rangers-The-Movie,https://imsdb.com/scripts/Mighty-Morphin-Power-Rangers-The-Movie.html,Mighty Morphin Power Rangers: The Movie,1995-06-30,9070,"Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen.",Mighty Morphin Power Rangers,1995,0113820,Mighty-Morphin-Power-Rangers-The-Movie_dialogue.txt,Mighty-Morphin-Power-Rangers-The-Movie_charinfo.txt,Mighty-Morphin-Power-Rangers-The-Movie_parsed.txt
671,milk,Milk,imsdb,Milk,https://imsdb.com/scripts/Milk.html,Milk,2008-11-05,10139,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",Milk,2008,1013753,Milk_dialogue.txt,Milk_charinfo.txt,Milk_parsed.txt
672,millerscrossing,Miller's Crossing,imsdb,Millers-Crossing,https://imsdb.com/scripts/Miller%27s-Crossing.html,Miller's Crossing,1990-09-21,379,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",Miller's Crossing,1990,0100150,NA,NA,NA
673,mimic,Mimic,imsdb,Mimic,https://imsdb.com/scripts/Mimic.html,Mimic,1997-08-22,4961,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",Mimic,1997,0119675,Mimic_dialogue.txt,Mimic_charinfo.txt,Mimic_parsed.txt
674,minisfirsttime,Mini's First Time,imsdb,Minis-First-Time,https://imsdb.com/scripts/Mini%27s-First-Time.html,Mini's First Time,2006-07-14,15314,"Desperate to be free from her drunken, unloving mother Diane, the beautiful, scheming young Mini seduces her stepfather Martin and soon convinces him to join her in a sadistic scheme to have Diane declared insane. But their conspiracy soon escalates to murder and when John Garson, a young detective starts investigating, Martin and Mini begin to turn on each other.",Mini's First Time,2006,0425253,Minis-First-Time_dialogue.txt,Minis-First-Time_charinfo.txt,Minis-First-Time_parsed.txt
